"post_id","timestamp","username","comment","comment_full","extra_lines_count"
"DYdrJL_yAuD","2026-06-09","truejaycefarmer","Just downloaded it it’s amazing","Just downloaded it it’s amazing | 5dReply","1"
"DYdrJL_yAuD","2026-06-08","muraco_isabelle_","just downloaded it!!","just downloaded it!! | 6dReply","1"
"DYdrJL_yAuD","2026-06-08","marnisoup","When my 12 year old comes to me and says, ""I WANT THIS!"" Looking forward to it!","When my 12 year old comes to me and says, ""I WANT THIS!"" Looking forward to it! | 6dReply","1"
"DYdrJL_yAuD","2026-06-07","bri_merrill_123","When does it come out on google play","When does it come out on google play | 6dReply","1"
"DYdrJL_yAuD","2026-06-07","justbehappy.48","I love this!! When does it come out of testing and go live for everyone?","I love this!! When does it come out of testing and go live for everyone? | 6dReply","1"
"DYdrJL_yAuD","2026-06-07","antinephimemite","I would like to try this app. You should make one for the Bible, D&C, etc haha","I would like to try this app. You should make one for the Bible, D&C, etc haha | 1wReply","1"
"DYdrJL_yAuD","2026-06-07","zoey_lynn_gonzales","I have it!!","I have it!! | 1wReply","1"
"DYdrJL_yAuD","2026-06-06","milahholbrook14","Wait I love this! Just downloaded it!!!❤️","Wait I love this! Just downloaded it!!!❤️ | 1wReply","1"
"DYdrJL_yAuD","2026-06-06","jacksongenessy","This is goated","This is goated | 1wReply","1"
"DYdrJL_yAuD","2026-06-06","splendaciously_random","Dude that's so legit!","Dude that's so legit! | 1wReply","1"
"DYdrJL_yAuD","2026-06-05","txdebbi","I would like the Android version as a tester or when it is finished. We are starting a family challenge.","I would like the Android version as a tester or when it is finished. We are starting a family challenge. | 1wReply","1"
"DYdrJL_yAuD","2026-06-05","b.walk02","This actually goes crazy","This actually goes crazy | 1wReply","1"
"DYdrJL_yAuD","2026-06-04","londyt.ak","Oh my gosh! Game changer!","Oh my gosh! Game changer! | 1wReply","1"
"DYdrJL_yAuD","2026-06-04","abby_durham_","I love this app!","I love this app! | 1wReply","1"
"DYdrJL_yAuD","2026-06-04","lorenarogers44","Is this up? Can't find it","Is this up? Can't find it | 1wReply","1"
"DYdrJL_yAuD","2026-06-03","sky_201124","I have an android and I need this so bad","I have an android and I need this so bad | 1wReply","1"
"DYdrJL_yAuD","2026-06-03","anthony_anthony_anthony_sahur","1wReply","1wReply","0"
"DYdrJL_yAuD","2026-06-02","peytonwhip_11","apple?","apple? | 1wReply","1"
"DYdrJL_yAuD","2026-06-02","haileyromesser","Is the app out yet??","Is the app out yet?? | 1wReply","1"
"DYdrJL_yAuD","2026-06-01","taylur_marie_","this is going to be so helpful!!! 🙏🏼","this is going to be so helpful!!! 🙏🏼 | 1wReply","1"
"DYdrJL_yAuD","2026-06-01","secretsto.love","Downloading now!👏","Downloading now!👏 | 1wReply","1"
"DYdrJL_yAuD","2026-06-01","sw33t_t3ags","I’m genuinely so excited to read this I downloaded it right away","I’m genuinely so excited to read this I downloaded it right away | 1wReply","1"
"DYdrJL_yAuD","2026-06-01","bobbi_spring","Evan, this is awesome!! Sister Mason","Evan, this is awesome!! Sister Mason | 1wReply","1"
"DYdrJL_yAuD","2026-06-01","_brielle_hansen_","This app is so amazing!!! It’s already helped me stay consistent with my study!","This app is so amazing!!! It’s already helped me stay consistent with my study! | 1wReply","1"
"DYdrJL_yAuD","2026-06-01","ellengilbert1522","Just started! This has made reading so much easier. Would love a version of this for CFM chapters for each week. :) even if it is just the chapters within the scriptures for each week. Also shared this with my siblings and parents. Definitely agree with others about being able to mark verses, would be cool if we could have it connect with our LDS account for the app, so any highlighted verses can come up on our LDS app scriptures. :)","Just started! This has made reading so much easier. Would love a version of this for CFM chapters for each week. :) even if it is just the chapters within the scriptures for each week. Also shared this with my siblings and parents. Definitely agree with others about being able to mark verses, would be cool if we could have it connect with our LDS account for the app, so any highlighted verses can come up on our LDS app scriptures. :) | 1wReply","1"
"DYdrJL_yAuD","2026-05-31","hollylulita","Let me know when the app is available for android","Let me know when the app is available for android | 2wReply","1"
"DYdrJL_yAuD","2026-05-31","thelifeofmaw","I would love to test it!!!","I would love to test it!!! | 2wReply","1"
"DYdrJL_yAuD","2026-05-31","made._.by._.ennui","Brooo, this is one of the best ideas and gratest apps I’ve seen, It’s helping me a lot to be constant in learning more about my savior and getting closer to him, but since you finished the book of Mormon, we need doctrine and covenants plsssss 🙏🏻🙏🏻🙏🏻","Brooo, this is one of the best ideas and gratest apps I’ve seen, It’s helping me a lot to be constant in learning more about my savior and getting closer to him, but since you finished the book of Mormon, we need doctrine and covenants plsssss 🙏🏻🙏🏻🙏🏻 | 2wReply","1"
"DYdrJL_yAuD","2026-05-31","auntmae123","Was able to Download in Alberta Canada!","Was able to Download in Alberta Canada! | 2wReply","1"
"DYdrJL_yAuD","2026-05-30","allyryann_woolley","This is literally the coolest thing I just downloaded it","This is literally the coolest thing I just downloaded it | 2wReply","1"
"DYdrJL_yAuD","2026-05-30","evenodd8725","Would love to test this on Android. Send me a DM!","Would love to test this on Android. Send me a DM! | 2wReply","1"
"DYdrJL_yAuD","2026-05-29","jells510","This would be amazing for Come Follow Me!!! I’m good when it’s the Book of Mormon year because it goes in order but as soon as it starts skipping around in different books/chapters on the other years, I’m out. 😳","This would be amazing for Come Follow Me!!! I’m good when it’s the Book of Mormon year because it goes in order but as soon as it starts skipping around in different books/chapters on the other years, I’m out. 😳 | 2wReply","1"
"DYdrJL_yAuD","2026-05-29","j_creed0","Hello my G, Do you have one for Google Play store?","Hello my G, Do you have one for Google Play store? | 2wReply","1"
"DYdrJL_yAuD","2026-05-29","lybjunk","Is there an android version?","Is there an android version? | 2wReply","1"
"DYdrJL_yAuD","2026-05-29","quin_reyno1ds","Hey I would like the app (I have an android). Tried to DM you but I would not let me","Hey I would like the app (I have an android). Tried to DM you but I would not let me | 2wReply","1"
"DYdrJL_yAuD","2026-05-29","abbers026","This is awesome! I cant wait until I can get it on android! Maybe you can do the Bible next?","This is awesome! I cant wait until I can get it on android! Maybe you can do the Bible next? | 2wReply","1"
"DYdrJL_yAuD","2026-05-29","davi_mainardes","Dm me!","Dm me! | 2wReply","1"
"DYdrJL_yAuD","2026-05-28","_sammparkinson","Wait I love this.","Wait I love this. | 2wReply","1"
"DYdrJL_yAuD","2026-05-27","evie_m.deoliveira","I’ve never downloaded an app faster","I’ve never downloaded an app faster | 2wReply","1"
"DYdrJL_yAuD","2026-05-27","russjmaddox","Would love to download it. Please DM me the link.","Would love to download it. Please DM me the link. | 2wReply","1"
"DYdrJL_yAuD","2026-05-27","jessicas734","Downloaded!","Downloaded! | 2wReply","1"
"DYdrJL_yAuD","2026-05-27","s.bogomolovaverdegem","Please, I would like to text that!","Please, I would like to text that! | 2wReply","1"
"DYdrJL_yAuD","2026-05-26","elina.stieler","EVAAAAN, BRING TETHER TO ANDOIDDD, AND MY LIFE IS YOURS!!!","EVAAAAN, BRING TETHER TO ANDOIDDD, AND MY LIFE IS YOURS!!! | 2wReply","1"
"DYdrJL_yAuD","2026-05-26","vdub_dad_utah","I would love to test it on Android. bimmerut@gmail.com","I would love to test it on Android. bimmerut@gmail.com | 2wReply","1"
"DYdrJL_yAuD","2026-05-26","clissyb","OH MY GOODNESS I ABSOLUTELY LOVE THIS THIS IS GENIUS AND AN AMAZING IDEA","OH MY GOODNESS I ABSOLUTELY LOVE THIS THIS IS GENIUS AND AN AMAZING IDEA | 2wReply","1"
"DYdrJL_yAuD","2026-05-25","krisdanielson","What a great idea! Way to go","What a great idea! Way to go | 2wReply","1"
"DYdrJL_yAuD","2026-05-25","dawson3hawkins","This is so sick","This is so sick | 2wReply","1"
"DYdrJL_yAuD","2026-05-25","__https.peter","You should see if you can have missionaries use it as well during there mission to stay quizzed up in there studies","You should see if you can have missionaries use it as well during there mission to stay quizzed up in there studies | 2wReply","1"
"DYdrJL_yAuD","2026-05-25","csnoopy35","this is what modern tools can be used for (dont know if you used ai to help in the process ) as well as your background of coding features. Way to use your mind for ideas.","this is what modern tools can be used for (dont know if you used ai to help in the process ) as well as your background of coding features. Way to use your mind for ideas. | 2wReply","1"
"DYdrJL_yAuD","2026-05-25","katie_clark89","Cool idea! I downloaded it - when I tried to start at a different point, though, it wouldn’t let me change from 1st nephi. Just FYI! Can’t wait to show this to my son","Cool idea! I downloaded it - when I tried to start at a different point, though, it wouldn’t let me change from 1st nephi. Just FYI! Can’t wait to show this to my son | 2wReply","1"
"DYdrJL_yAuD","2026-05-25","45degreejames","i beg you... I BEG YOU... ill follow you ill LIKE EVERY REEL YOU EVER PUBLISHED JUST PLEASE PUT IT ON THE FLIPPIGIDINGING PLAY STORE... i need it... please brother this is exactly what i need man PLEASE JUST THINK ABOUT IT. i would get an iphone just to use it everyday but im broke as... im just broke. just please put it on the play store; ill give it a 5 star rating 🤑🤑🤑🤑","i beg you... I BEG YOU... ill follow you ill LIKE EVERY REEL YOU EVER PUBLISHED JUST PLEASE PUT IT ON THE FLIPPIGIDINGING PLAY STORE... i need it... please brother this is exactly what i need man PLEASE JUST THINK ABOUT IT. i would get an iphone just to use it everyday but im broke as... im just broke. just please put it on the play store; ill give it a 5 star rating 🤑🤑🤑🤑 | 2wReply","1"
"DYdrJL_yAuD","2026-05-25","realpierrexd","Once you’ve finished adding all the bom verses, you should do like duo with the different subjects and add the Bible.","Once you’ve finished adding all the bom verses, you should do like duo with the different subjects and add the Bible. | 2wReply","1"
"DYdrJL_yAuD","2026-05-25","lil_bitof_bree","Need on Android!","Need on Android! | 2wReply","1"
"DYdrJL_yAuD","2026-05-25","mel.bell.bee","We need this on android! Great job dude, you really are doing gods work","We need this on android! Great job dude, you really are doing gods work | 2wReply","1"
"DYdrJL_yAuD","2026-05-24","coumarnel","Can't wait for the android app!","Can't wait for the android app! | 2wReply","1"
"DYdrJL_yAuD","2026-05-24","kezbur76","Early access for android? 🥺","Early access for android? 🥺 | 2wReply","1"
"DYdrJL_yAuD","2026-05-24","five.xy.one.xx","It needs a daily reminder. Can you add that?","It needs a daily reminder. Can you add that? | 3wReply","1"
"DYdrJL_yAuD","2026-05-24","jamie_dejong","I would love to test it","I would love to test it | 3wReply","1"
"DYdrJL_yAuD","2026-05-24","richardrhickman","This is amazing! I really am looking forward to seeing the rest of the scriptures as well as social features so that I can have competitions with my family.","This is amazing! I really am looking forward to seeing the rest of the scriptures as well as social features so that I can have competitions with my family. | 3wReply","1"
"DYdrJL_yAuD","2026-05-24","signe.kar","I want the English, but it doesn’t even exist to download att all in my country (Sweden) 😢 leaving om my mission in 2 months it would be helpful!","I want the English, but it doesn’t even exist to download att all in my country (Sweden) 😢 leaving om my mission in 2 months it would be helpful! | 3wReply","1"
"DYdrJL_yAuD","2026-05-24","natannaldrich","Wow this looks awesome!!! Thank you!!","Wow this looks awesome!!! Thank you!! | 3wReply","1"
"DYdrJL_yAuD","2026-05-24","nettiebar2","Highlighting would be awesome!","Highlighting would be awesome! | 3wReply","1"
"DYdrJL_yAuD","2026-05-24","natalie9hilton","could you add a streak thing that is as persistent as duolingo","could you add a streak thing that is as persistent as duolingo | 3wReply","1"
"DYdrJL_yAuD","2026-05-24","zander_taylor55","I love it, however, one thing is that I can’t choose what book I want to read from when I open the app for the first time. Is that on purpose? Thanks so much! This app is so cool","I love it, however, one thing is that I can’t choose what book I want to read from when I open the app for the first time. Is that on purpose? Thanks so much! This app is so cool | 3wReply","1"
"DYdrJL_yAuD","2026-05-23","cannonliam12","Awesome just downloaded it","Awesome just downloaded it | 3wReply","1"
"DYdrJL_yAuD","2026-05-23","shaun_bush","Wouldn't let me message you, would love to try it out ♥️","Wouldn't let me message you, would love to try it out ♥️ | 3wReply","1"
"DYdrJL_yAuD","2026-05-23","evanalufoster","ur lit for this bro 😎","ur lit for this bro 😎 | 3wReply","1"
"DYdrJL_yAuD","2026-05-23","collinkleinert_","Awesome idea! I would love to download it from the German App Store 🙏","Awesome idea! I would love to download it from the German App Store 🙏 | 3wReply","1"
"DYdrJL_yAuD","2026-05-23","taralynnjohn","Can i get the android link?!","Can i get the android link?! | 3wReply","1"
"DYdrJL_yAuD","2026-05-23","brigganharrop","🔥","🔥 | 3wReply","1"
"DYdrJL_yAuD","2026-05-23","bread_the.great","It doesn’t use gen AI right?👉🏻👈🏻","It doesn’t use gen AI right?👉🏻👈🏻 | 3wReply","1"
"DYdrJL_yAuD","2026-05-23","roundylevi","Please 🥺 I don't know how to look at a bio","Please 🥺 I don't know how to look at a bio | 3wReply","1"
"DYdrJL_yAuD","2026-05-23","elilowell9","Can you make it for Android","Can you make it for Android | 3wReply","1"
"DYdrJL_yAuD","2026-05-22","milo10532","Holy tuff","Holy tuff | 3wReply","1"
"DYdrJL_yAuD","2026-05-22","meimeiwhite02","I JUST DOWNLOADED IT ITS SO COOL!","I JUST DOWNLOADED IT ITS SO COOL! | 3wReply","1"
"DYdrJL_yAuD","2026-05-22","jeakubets","Hey, can't seem to DM you but id love to try out the app on android🔥","Hey, can't seem to DM you but id love to try out the app on android🔥 | 3wReply","1"
"DYdrJL_yAuD","2026-05-22","kaique_menegon","Hey man, amazing work with Tether! I'd love to try it on Android 🙏🏻🇧🇷","Hey man, amazing work with Tether! I'd love to try it on Android 🙏🏻🇧🇷 | 3wReply","1"
"DYdrJL_yAuD","2026-05-22","_lilian.gama","Great job! Bom trabalho!","Great job! Bom trabalho! | 3wReply | See translation","2"
"DYdrJL_yAuD","2026-05-22","annalynngorham","Just downloaded hellooo","Just downloaded hellooo | 3wReply","1"
"DYdrJL_yAuD","2026-05-22","parisbrox","Love this","Love this | 3wReply","1"
"DYdrJL_yAuD","2026-05-22","c_katers6","I just got it! I’m already obsessed but a suggestion is an audio kind of thing because sometimes listening to it makes it so much easier and sometimes the actual reading is what stops me from doing it. It’d also be nice if there’s other language options for people preparing to go on a mission.","I just got it! I’m already obsessed but a suggestion is an audio kind of thing because sometimes listening to it makes it so much easier and sometimes the actual reading is what stops me from doing it. It’d also be nice if there’s other language options for people preparing to go on a mission. | 3wReply","1"
"DYdrJL_yAuD","2026-05-22","granttanner","I was just thinking about this! Great idea.","I was just thinking about this! Great idea. | 3wReply","1"
"DYdrJL_yAuD","2026-05-22","savvyjohn04","Please for Google play store 🙏🏻","Please for Google play store 🙏🏻 | 3wReply","1"
"DYdrJL_yAuD","2026-05-22","mrxgelo","Hi! I can get the app for Android? I'm am preparing for my mission and i think your app would give a big help for my preparation","Hi! I can get the app for Android? I'm am preparing for my mission and i think your app would give a big help for my preparation | 3wReply","1"
"DYdrJL_yAuD","2026-05-22","tanaka.matare.33","Perfect 😃","Perfect 😃 | 3wReply","1"
"DYdrJL_yAuD","2026-05-22","stevebrousseau44","I would love this on my android! This looks awesome","I would love this on my android! This looks awesome | 3wReply","1"
"DYdrJL_yAuD","2026-05-22","nikkib1301","This is amazing! Can't wait til it's available for Android!","This is amazing! Can't wait til it's available for Android! | 3wReply","1"
"DYdrJL_yAuD","2026-05-22","deulos.theology","No you are following a false prophet and a false Jesus who can’t save you","No you are following a false prophet and a false Jesus who can’t save you | 3wReply","1"
"DYdrJL_yAuD","2026-05-22","eaguilar_29","This is awesome!🔥","This is awesome!🔥 | 3wReply","1"
"DYdrJL_yAuD","2026-05-22","mrsthorn_10","Do you have to pay for it?","Do you have to pay for it? | 3wReply","1"
"DYdrJL_yAuD","2026-05-22","insert_artist_here","I saw this reel and went to download it asap!","I saw this reel and went to download it asap! | 3wReply","1"
"DYdrJL_yAuD","2026-05-22","emi.avery","That’s awesome!!","That’s awesome!! | 3wReply","1"
"DYdrJL_yAuD","2026-05-22","maddie.renee.c","this is actually the best thing ever!!!","this is actually the best thing ever!!! | 3wReply","1"
"DYdrJL_yAuD","2026-05-22","angellunawolf96","May I join the tester app","May I join the tester app | 3wReply","1"
"DYdrJL_yAuD","2026-05-21","dallinhutch","Hey boss I’m really good with coding and Claude code and app/web development. I’d love to see if I can help for free I really love and support this idea","Hey boss I’m really good with coding and Claude code and app/web development. I’d love to see if I can help for free I really love and support this idea | 3w1 likeReply","1"
"DYdrJL_yAuD","2026-05-21","bearfox07","Out of curiosity, how has building the app changed you and brought you closer to Christ? I’m genuinely curious bc you’ve built something that’s meant to help teach people, and as a teacher you tend to learn the most.","Out of curiosity, how has building the app changed you and brought you closer to Christ? I’m genuinely curious bc you’ve built something that’s meant to help teach people, and as a teacher you tend to learn the most. | 3wReply","1"
"DYdrJL_yAuD","2026-05-21","camarie_dover","You should make it available to choose where you are anywhere in the Book of Mormon. It only allowed 1 Nephi and choosing a chapter. I am in Mosiah but wanted to try the app.","You should make it available to choose where you are anywhere in the Book of Mormon. It only allowed 1 Nephi and choosing a chapter. I am in Mosiah but wanted to try the app. | 3wReply","1"
"DYdrJL_yAuD","2026-05-20","elizaaldous","I love this!!!","I love this!!! | 3wReply","1"
"DYdrJL_yAuD","2026-05-20","kawaiigirlnix","Just downloaded it 🔥","Just downloaded it 🔥 | 3wReply","1"
"DYdrJL_yAuD","2026-05-20","mr.mcmann","This is fantastic, I absolutely love the concept and execution!! It makes my day that this exists!!!","This is fantastic, I absolutely love the concept and execution!! It makes my day that this exists!!! | 3wReply","1"
"DYdrJL_yAuD","2026-05-20","haley_bh7","Wait wait this is actually so freaking cool","Wait wait this is actually so freaking cool | 3wReply","1"
"DYdrJL_yAuD","2026-05-20","kayliz10","Can't find it on android 🫤","Can't find it on android 🫤 | 3wReply","1"
"DYdrJL_yAuD","2026-05-20","hay.peterson","Never downloaded an app so quickly","Never downloaded an app so quickly | 3w1 likeReply","1"
"DYdrJL_yAuD","2026-05-20","paupaaeez","It says that the link can’t be opened","It says that the link can’t be opened | 3wReply","1"
"DYdrJL_yAuD","2026-05-20","hagerwaltz","@ryanjakesanford","@ryanjakesanford | 3wReply","1"
"DYdrJL_yAuD","2026-05-20","hagerwaltz","@thesurefoundation","@thesurefoundation | 3wReply","1"
"DYdrJL_yAuD","2026-05-20","hagerwaltz","@drewscarbrough_","@drewscarbrough_ | 3w1 likeReply","1"
"DYdrJL_yAuD","2026-05-20","hagerwaltz","@thisweeksgrace","@thisweeksgrace | 3wReply","1"
"DYdrJL_yAuD","2026-05-20","madk76","I have a very dyslexic son, I think this would be great for him to stay focused but does it have audio read along ?","I have a very dyslexic son, I think this would be great for him to stay focused but does it have audio read along ? | 3wReply","1"
"DYdrJL_yAuD","2026-05-20","audreywirig","Keep up God’s work!!","Keep up God’s work!! | 3wReply","1"
"DYdrJL_yAuD","2026-05-20","audreywirig","Downloaded the app! This is such an awesome idea","Downloaded the app! This is such an awesome idea | 3wReply","1"
"DYdrJL_yAuD","2026-05-20","andrewmoss84","Trying it out","Trying it out | 3w1 likeReply","1"
"DYdrJL_yAuD","2026-05-20","ind.ian.a_jones","@savanna.c.jones","@savanna.c.jones | 3wReply","1"
"DYdrJL_yAuD","2026-05-20","bensonsmart12","This is sweet","This is sweet | 3w1 likeReply","1"
"DYdrJL_yAuD","2026-05-20","goose.of.disgrace","Wait- this changes the game!!","Wait- this changes the game!! | 3w1 likeReply","1"
"DYdrJL_yAuD","2026-05-19","gage_mcewan","I am so so hyped for this","I am so so hyped for this | 3w1 likeReply","1"
"DYdrJL_yAuD","2026-05-19","mirissa.egan","Is it avaliable on android?","Is it avaliable on android? | 3w14 likesReply","1"
"DYdrJL_yAuD","2026-05-21","marylockejolley","@mirissa.egan came for this","@mirissa.egan came for this | 3wReply","1"
"DYdrJL_yAuD","2026-05-19","whitebowprincess","I'll test for Android!!","I'll test for Android!! | 3w1 likeReply","1"
"DYdrJL_yAuD","2026-05-19","myrthede.jong","Noo is it only available in the US?","Noo is it only available in the US? | 3w1 likeReply","1"
"DYdrJL_yAuD","2026-05-18","parker.robert.johnson","3wReply","3wReply","0"
"DYdrJL_yAuD","2026-05-18","parker.robert.johnson","Jk I love you pookie","Jk I love you pookie | 3wReply","1"
"DYdrJL_yAuD","2026-05-23","brigamdekker2","Bro I need it on Google Play please","Bro I need it on Google Play please | 3wReply","1"
